"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2012年12月6日","61.52","61.41","61.54","60.94","2.28M","-0.08%"
"2012年12月5日","61.57","60.77","61.71","60.38","3.20M","1.73%"
"2012年12月4日","60.52","60.54","60.95","60.24","2.30M","-0.12%"
"2012年12月3日","60.59","61.56","61.70","60.55","2.60M","-1.21%"
"2012年11月30日","61.33","61.42","61.50","61.06","3.53M","-0.02%"
"2012年11月29日","61.34","61.45","61.71","60.88","2.24M","0.16%"
"2012年11月28日","61.24","60.25","61.29","59.85","3.03M","1.02%"
"2012年11月27日","60.62","60.65","61.18","60.53","3.07M","-0.07%"
"2012年11月26日","60.66","60.60","60.88","60.22","2.38M","-0.98%"
"2012年11月23日","61.26","60.77","61.26","60.70","910.58K","1.11%"
"2012年11月21日","60.59","60.60","60.82","60.36","1.75M","-0.03%"
"2012年11月20日","60.61","60.30","60.81","60.12","3.02M","0.28%"
"2012年11月19日","60.44","59.82","60.49","59.72","3.66M","2.18%"
"2012年11月16日","59.15","59.08","59.30","58.29","4.77M","-0.30%"
"2012年11月15日","59.33","59.91","60.32","59.05","5.44M","-1.05%"
"2012年11月14日","59.96","61.30","61.49","59.83","3.85M","-2.09%"
"2012年11月13日","61.24","61.01","61.98","61.00","2.55M","-0.33%"
"2012年11月12日","61.44","60.94","61.66","60.80","2.94M","1.00%"
"2012年11月9日","60.83","60.92","61.53","60.63","4.91M","-0.77%"
"2012年11月8日","61.30","62.05","62.49","61.29","3.16M","-1.32%"
"2012年11月7日","62.12","62.74","62.91","61.72","3.42M","-2.22%"
"2012年11月6日","63.53","62.74","63.89","62.74","4.03M","1.16%"
"2012年11月5日","62.80","62.36","62.97","62.18","2.35M","0.59%"
"2012年11月2日","62.43","63.05","63.18","62.26","3.75M","-0.32%"
"2012年11月1日","62.63","61.26","63.02","61.26","5.62M","2.27%"
"2012年10月31日","61.24","61.73","61.93","60.86","3.58M","-0.41%"
"2012年10月26日","61.49","61.39","61.84","61.03","3.23M","0.10%"
"2012年10月25日","61.43","62.26","62.27","61.08","3.03M","0.67%"
"2012年10月24日","61.02","61.47","61.76","60.84","3.52M","-0.86%"
"2012年10月23日","61.55","61.49","61.69","60.98","3.38M","-1.17%"
"2012年10月22日","62.28","62.14","63.48","61.62","5.48M","-0.34%"
"2012年10月19日","62.49","60.80","63.48","60.80","9.85M","1.74%"
"2012年10月18日","61.42","61.80","61.87","60.92","5.66M","-0.76%"
"2012年10月17日","61.89","61.17","61.95","61.17","3.01M","0.60%"
"2012年10月16日","61.52","61.20","61.60","61.03","2.14M","1.10%"
"2012年10月15日","60.85","60.37","60.92","60.17","2.24M","1.08%"
"2012年10月12日","60.20","60.58","61.06","60.05","2.52M","-0.15%"
"2012年10月11日","60.29","60.70","60.98","60.29","2.74M","0.08%"
"2012年10月10日","60.24","60.59","60.77","60.17","3.37M","-0.73%"
"2012年10月9日","60.68","61.31","61.36","60.51","3.11M","-0.98%"
