"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年3月18日","213.21","212.90","214.50","212.64","3.01M","-0.80%"
"2013年3月15日","214.92","215.38","215.90","213.41","7.94M","-0.41%"
"2013年3月14日","215.80","212.15","215.86","212.15","5.51M","1.76%"
"2013年3月13日","212.06","210.20","212.36","209.77","3.36M","0.72%"
"2013年3月12日","210.55","209.40","210.73","209.09","3.59M","0.22%"
"2013年3月11日","210.08","210.04","210.20","209.04","3.05M","-0.14%"
"2013年3月8日","210.38","209.85","210.74","209.43","3.70M","0.46%"
"2013年3月7日","209.42","208.29","209.60","208.24","3.88M","0.50%"
"2013年3月6日","208.38","207.03","208.49","206.66","3.59M","0.90%"
"2013年3月5日","206.53","205.86","207.70","205.69","3.81M","0.65%"
"2013年3月4日","205.19","202.59","205.19","202.55","3.69M","1.12%"
"2013年3月1日","202.91","200.65","202.94","199.36","3.31M","1.04%"
"2013年2月28日","200.83","202.18","203.12","200.79","4.69M","-0.74%"
"2013年2月27日","202.33","198.89","202.75","198.60","4.19M","1.60%"
"2013年2月26日","199.14","198.63","199.90","197.84","3.39M","0.83%"
"2013年2月25日","197.51","201.67","202.49","197.51","3.85M","-1.78%"
"2013年2月22日","201.09","199.23","201.09","198.84","3.11M","1.39%"
"2013年2月21日","198.33","198.63","199.07","198.11","3.92M","-0.49%"
"2013年2月20日","199.31","200.62","201.72","198.86","3.72M","-0.50%"
"2013年2月19日","200.32","200.60","201.89","200.22","3.00M","-0.33%"
"2013年2月15日","200.98","199.98","201.25","199.82","3.63M","0.67%"
"2013年2月14日","199.65","199.73","200.32","199.26","3.29M","-0.22%"
"2013年2月13日","200.09","200.65","200.95","199.57","2.17M","0.02%"
"2013年2月12日","200.04","200.01","200.74","199.02","2.46M","-0.06%"
"2013年2月11日","200.16","200.98","201.95","199.75","2.94M","-0.75%"
"2013年2月8日","201.68","199.97","202.09","199.68","2.89M","0.97%"
"2013年2月7日","199.74","200.62","200.91","198.68","3.08M","-0.64%"
"2013年2月6日","201.02","200.39","201.29","199.56","3.62M","-0.87%"
"2013年2月5日","202.79","204.31","204.75","202.51","3.64M","-0.49%"
"2013年2月4日","203.79","204.19","205.02","203.57","3.19M","-0.68%"
