"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2007年10月1日","222.98","215.41","223.62","215.40","9.91M","2.88%"
"2007年9月28日","216.74","215.76","218.67","215.25","6.16M","-0.02%"
"2007年9月27日","216.78","215.45","218.38","214.19","8.33M","1.01%"
"2007年9月26日","214.61","212.42","216.27","210.80","10.68M","1.76%"
"2007年9月25日","210.90","209.00","213.07","208.81","11.73M","0.22%"
"2007年9月24日","210.43","210.99","214.90","207.71","13.44M","0.21%"
"2007年9月21日","209.98","205.56","210.36","203.53","18.19M","3.17%"
"2007年9月20日","203.53","210.94","211.00","203.44","27.44M","-0.96%"
"2007年9月19日","205.50","203.49","207.00","203.00","23.12M","2.49%"
"2007年9月18日","200.50","190.80","200.76","187.41","22.11M","6.87%"
"2007年9月17日","187.61","189.00","189.50","186.34","7.75M","-1.56%"
"2007年9月14日","190.59","186.95","191.00","185.59","9.34M","1.12%"
"2007年9月13日","188.47","183.75","196.04","183.72","11.29M","3.25%"
"2007年9月12日","182.53","183.14","184.25","181.70","7.75M","-0.53%"
"2007年9月11日","183.50","185.50","187.00","182.50","11.34M","-0.06%"
"2007年9月10日","183.61","180.50","186.07","178.50","12.99M","2.59%"
"2007年9月7日","178.98","176.60","181.05","175.00","15.14M","-0.11%"
"2007年9月6日","179.18","178.50","179.71","175.36","9.25M","0.77%"
"2007年9月5日","177.81","179.68","179.79","176.90","8.99M","-1.65%"
"2007年9月4日","180.80","176.18","183.70","176.18","10.16M","2.72%"
"2007年8月31日","176.01","175.65","178.10","173.87","11.02M","2.70%"
"2007年8月30日","171.38","169.96","173.43","169.79","9.56M","-1.35%"
"2007年8月29日","173.72","172.38","174.45","167.92","12.80M","1.62%"
"2007年8月28日","170.95","175.01","176.13","170.25","11.61M","-3.93%"
"2007年8月27日","177.95","179.33","180.05","177.26","6.66M","-0.99%"
"2007年8月24日","179.73","176.77","180.26","175.60","8.94M","1.26%"
"2007年8月23日","177.50","179.79","180.88","175.92","10.55M","-0.22%"
"2007年8月22日","177.89","177.52","180.05","174.29","13.44M","1.37%"
"2007年8月21日","175.48","172.50","177.30","170.00","11.80M","1.57%"
"2007年8月20日","172.76","176.02","176.39","170.12","13.17M","-1.28%"
"2007年8月17日","175.00","178.12","180.86","170.50","26.75M","3.03%"
"2007年8月16日","169.85","163.10","171.41","157.38","31.33M","3.00%"
"2007年8月15日","164.90","169.00","173.52","163.83","22.27M","-2.86%"
"2007年8月14日","169.75","178.60","178.78","169.00","26.26M","-4.37%"
"2007年8月13日","177.50","185.01","187.25","176.61","15.32M","-1.66%"
"2007年8月10日","180.50","178.65","184.41","175.57","20.28M","-0.96%"
"2007年8月9日","182.25","186.16","190.65","180.79","20.87M","-5.72%"
"2007年8月8日","193.30","192.04","198.50","188.76","20.62M","1.07%"
"2007年8月7日","191.25","186.58","194.64","185.39","22.76M","1.84%"
"2007年8月6日","187.79","179.20","187.86","175.00","18.87M","4.51%"
"2007年8月3日","179.68","185.41","186.84","179.68","19.83M","-4.15%"
"2007年8月2日","187.46","189.15","192.48","185.00","13.16M","-0.81%"
"2007年8月1日","189.00","187.03","189.10","182.85","16.28M","0.35%"
"2007年7月31日","188.34","198.55","198.99","187.25","14.75M","-3.78%"
"2007年7月30日","195.74","194.52","197.60","192.45","12.20M","1.60%"
"2007年7月27日","192.65","194.67","196.84","190.51","17.05M","-1.27%"
"2007年7月26日","195.12","198.00","199.89","189.00","22.77M","-3.96%"
"2007年7月25日","203.16","199.80","203.75","197.78","13.94M","2.53%"
"2007年7月24日","198.15","202.63","204.56","196.77","12.35M","-3.36%"
